35001,5,3,その花屋は毎日10時に開きます。,The flower shop opens at ten every day.
35002,5,3,私は毎朝学校へ歩いて行きます。,I walk to school every morning today.
35003,5,3,私の母は台所で昼食を作ります。,My mother cooks lunch in the kitchen.
35004,5,3,彼は放課後にサッカーをします。,He plays soccer after school every day.
35005,5,3,あなたの兄は毎日英語を勉強しますか。,Does your brother study English every day?
35006,5,3,私は日曜日に公園へ行きます。,I go to the park on Sundays.
35007,5,3,彼女は今本を読んでいます。,She is reading a book now here.
35008,5,3,私の父は毎朝コーヒーを飲みます。,My father drinks coffee every morning here.
35009,5,3,あなたはどこで昼食を食べますか。,Where do you eat lunch every day?
35010,5,3,私たちは放課後に宿題をします。,We do our homework after school daily.
35011,5,3,彼の犬は庭で走っています。,His dog is running in the garden.
35012,5,3,あなたのおじは車を持っていますか。,Does your uncle have a new car?
35013,5,3,私は夕食のあとテレビを見ます。,I watch TV after dinner every night.
35014,5,3,彼女は学校でピアノを弾きます。,She plays the piano at school well.
35015,5,3,トムは毎日6時に起きます。,Tom gets up at six every morning.
35016,5,3,あなたは今忙しいですか。,Are you busy at school now today?
35017,5,3,私の姉はロンドンに住んでいます。,My sister lives in London with friends.
35018,5,3,彼らは土曜日に買い物へ行きます。,They go shopping on Saturday afternoon together.
35019,5,3,あなたは何時に寝ますか。,What time do you go to bed?
35020,5,3,私は朝に牛乳を飲みます。,I drink milk in the morning daily.
35021,5,3,彼は学校で友達に会います。,He meets his friend at school daily.
35022,5,3,あなたのお母さんは料理が上手ですか。,Can your mother cook very well today?
35023,5,3,私たちは教室で英語を話します。,We speak English in the classroom daily.
35024,5,3,彼女は毎日自転車で学校へ行きます。,She goes to school by bike daily.
35025,5,3,あなたはどのスポーツが好きですか。,What sport do you like very much?
35026,5,3,私の祖父は新聞を読みます。,My grandfather reads the newspaper every morning.
35027,5,3,その猫はテーブルの下にいます。,The cat is under the table now.
35028,5,3,彼は日曜日にテニスをします。,He plays tennis on Sunday mornings here.
35029,5,3,あなたは今宿題をしていますか。,Are you doing your homework now here?
35030,5,3,私は夏に海へ行きます。,I go to the sea in summer.
35031,5,3,彼女は毎朝7時に朝食を食べます。,She eats breakfast at seven every morning.
35032,5,3,あなたの妹は歌えますか。,Can your sister sing very well now?
35033,5,3,私は放課後に図書館へ行きます。,I go to the library after school.
35034,5,3,彼の父は病院で働いています。,His father works at a hospital daily.
35035,5,3,あなたは誰と公園へ行きますか。,Who do you go with today?
35036,5,3,私たちは毎日英語を勉強します。,We study English every day after school.
35037,5,3,彼女は赤いかばんを持っています。,She has a red bag today.
35038,5,3,私は夕方に犬を散歩します。,I walk my dog every evening here.
35039,5,3,彼は今テレビを見ていますか。,Is he watching TV in room now?
35040,5,3,私の母は朝早く起きます。,My mother gets up very early daily.
35041,5,3,あなたはどこに住んでいますか。,Where do you live with family?
35042,5,3,彼らは駅で会います。,They meet at the station daily.
35043,5,3,私は毎週土曜日に買い物をします。,I shop every Saturday with my mother.
35044,5,3,彼女は学校で友達が多いです。,She has many friends at school.
35045,5,3,あなたのお父さんは車を運転しますか。,Does your father drive this car?
35046,5,3,私は昼食にパンを食べます。,I eat bread for lunch every day.
35047,5,3,彼は机の上に本を置きます。,He puts the book on desk.
35048,5,3,あなたは英語の先生ですか。,Are you an English teacher now?
35049,5,3,私たちは毎朝7時に家を出ます。,We leave home at seven daily.
35050,5,3,彼女は公園で写真を撮ります。,She takes pictures in the park.
35051,5,3,私は放課後に友達と話します。,I talk with friends after school daily.
35052,5,3,彼は毎朝早く学校へ来ます。,He comes to school early every morning.
35053,5,3,あなたは日曜日に家にいますか。,Are you at home on Sunday?
35054,5,3,彼女は教室で歌を歌います。,She sings songs in the classroom.
35055,5,3,私の兄は夕食後に勉強します。,My brother studies after dinner every night.
